gene_name	gamma2	GAP kcat / GEF kcat	GAP_kcat	GAP_kcat_Km	GAP_Km	GAP/GEF efficiency	GEF_kcat	GEF_kcat_Km	GEF_Km
AAD4	0.22099784804393194	-0.05138339920948617	-0.2490118577075099	-0.31225296442687744	0.2015810276679842	-0.16205533596837945	-0.055445653260871704	0.043478260869565216	-0.055445653260871704
ABF1	0.03871048305693819	0.12554112554112554	-0.10822510822510822	0.20346320346320346	-0.12554112554112554	0.05627705627705628	-0.13882896003012254	-0.11688311688311688	0.09544491002070925
ABP1	0.24309763284832514	0.13043478260869565	-0.09881422924901186	0.02766798418972332	-0.09090909090909091	0.05138339920948617	-0.0950496913043515	-0.043478260869565216	-0.023762422826087874
ACB1	-0.19889806323953874	-0.13043478260869565	0.16205533596837945	0.03557312252964427	-0.03557312252964427	0.28063241106719367	0.2059409978260949	-0.25691699604743085	0.2851490739130545
ACE2	-0.06629935441317958	-0.17786561264822134	-0.1857707509881423	-0.1225296442687747	0.09090909090909091	0.2015810276679842	0.055445653260871704	-0.39920948616600793	0.3168323043478383
ACK1	-0.2872972024571115	-0.25691699604743085	-0.16996047430830039	-0.2015810276679842	0.07509881422924901	0.011857707509881422	-0.007920807608695958	-0.20948616600790515	0.17425776739131107
ADA2	-0.3093969872615047	-0.021645021645021644	-0.2727272727272727	-0.42857142857142855	0.3939393939393939	-0.48917748917748916	-0.1475057700320052	0.26406926406926406	-0.0433840500094133
ADD66	0.08839913921757278	0.03557312252964427	0.05928853754940711	-0.11462450592885376	0.14624505928853754	-0.31225296442687744	-0.023762422826087874	0.19367588932806323	-0.08712888369565554
AEP2	-0.22099784804393194	0.003952569169960474	-0.20948616600790515	-0.11462450592885376	0.019762845849802372	0.003952569169960474	-0.11089130652174341	-0.043478260869565216	-0.03960403804347979
AGE2	0.08839913921757278	-0.1142857142857143	0.10476190476190478	0.09523809523809525	-0.0380952380952381	0.2761904761904762	0.18615804808104638	-0.2761904761904762	0.20952380952380956
AGP2	0.06451747176156365	0.03896103896103896	-0.2813852813852814	0.047619047619047616	-0.1774891774891775	0.12554112554112554	-0.13015215002823988	-0.23809523809523808	-0.008676810001882659
AGX1	0.06629935441317958	0.1383399209486166	0.08300395256916997	-0.1225296442687747	0.233201581027668	-0.3359683794466403	-0.14257453695652725	0.2490118577075099	-0.06336646086956767
AHC1	0.022099784804393195	-0.1225296442687747	-0.003952569169960474	0.09090909090909091	-0.1383399209486166	0.17786561264822134	0.15841615217391916	-0.02766798418972332	0.12673292173913533
AHC2	0	-0.16205533596837945	-0.2015810276679842	0.06719367588932806	-0.13043478260869565	0.2648221343873518	0.1504953445652232	-0.14624505928853754	0.11089130652174341
AIM21	0.24309763284832514	0.1225296442687747	-0.1541501976284585	-0.07509881422924901	-0.003952569169960474	-0.06719367588932806	-0.16633695978261512	0.05928853754940711	-0.1346537293478313
AIM22	-0.13259870882635916	-0.37549407114624506	-0.13043478260869565	0.09090909090909091	-0.1225296442687747	0.19367588932806323	0.38811957282610193	-0.011857707509881422	0.25346584347827067
AIM26	-0.5303948353054366	-0.16996047430830039	-0.05138339920948617	-0.20948616600790515	0.22529644268774704	-0.05928853754940711	0.18217857500000703	-0.043478260869565216	0.17425776739131107
