ORF	Gene	gene_set	set_label
YDR235W	PRP42	commitment complex	wodak complexes
YIL061C	SNP1	commitment complex	wodak complexes
YDR240C	SNU56	commitment complex	wodak complexes
YGR013W	SNU71	commitment complex	wodak complexes
YLR298C	YHC1	commitment complex	wodak complexes
YPR144C	NOC4	Noc4p/Nop14p complex	wodak complexes
YDL148C	NOP14	Noc4p/Nop14p complex	wodak complexes
YPL049C	DIG1	Dig1p/Ste12p/Dig2p complex	wodak complexes
YDR480W	DIG2	Dig1p/Ste12p/Dig2p complex	wodak complexes
YHR084W	STE12	Dig1p/Ste12p/Dig2p complex	wodak complexes
YBR228W	SLX1	Slx1p/Slx4p complex	wodak complexes
YLR135W	SLX4	Slx1p/Slx4p complex	wodak complexes
YBL026W	LSM2	U6 snRNP complex	wodak complexes
YLR438C-A	LSM3	U6 snRNP complex	wodak complexes
YER112W	LSM4	U6 snRNP complex	wodak complexes
YER146W	LSM5	U6 snRNP complex	wodak complexes
YDR378C	LSM6	U6 snRNP complex	wodak complexes
YNL147W	LSM7	U6 snRNP complex	wodak complexes
YJR022W	LSM8	U6 snRNP complex	wodak complexes
YMR268C	PRP24	U6 snRNP complex	wodak complexes
YDR075W	PPH3	histone H2A phosphatase complex	wodak complexes
YNL201C	PSY2	histone H2A phosphatase complex	wodak complexes
YBL046W	PSY4	histone H2A phosphatase complex	wodak complexes
YAL010C	MDM10	Mdm12p/Mmm1p/Mdm10p complex	wodak complexes
YOL009C	MDM12	Mdm12p/Mmm1p/Mdm10p complex	wodak complexes
YLL006W	MMM1	Mdm12p/Mmm1p/Mdm10p complex	wodak complexes
YML085C	TUB1	Tubulins	wodak complexes
YFL037W	TUB2	Tubulins	wodak complexes
YMR055C	BUB2	Bub2p/Bfa1p complex	wodak complexes
YJR053W	BFA1	Bub2p/Bfa1p complex	wodak complexes
YNL102W	POL1	alpha DNA polymerase:primase complex	wodak complexes
YBL035C	POL12	alpha DNA polymerase:primase complex	wodak complexes
YIR008C	PRI1	alpha DNA polymerase:primase complex	wodak complexes
YKL045W	PRI2	alpha DNA polymerase:primase complex	wodak complexes
YDR301W	CFT1	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YLR115W	CFT2	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YJR093C	FIP1	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YER133W	GLC7	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YKL059C	MPE1	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YKR002W	PAP1	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YNL317W	PFS2	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YAL043C	PTA1	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YGR156W	PTI1	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YDR195W	REF2	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YNL222W	SSU72	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YKL018W	SWD2	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YOR179C	SYC1	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YLR277C	YSH1	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YPR107C	YTH1	mRNA cleavage and polyadenylation specificity factor complex	wodak complexes
YJR094C	IME1	Ume6p/Ime1p complex	wodak complexes
YDR207C	UME6	Ume6p/Ime1p complex	wodak complexes
YDL042C	SIR2	chromatin silencing complex	wodak complexes
YLR442C	SIR3	chromatin silencing complex	wodak complexes
YDR227W	SIR4	chromatin silencing complex	wodak complexes
YHR005C-A	MRS11	mitochondrial intermembrane space protein transporter complex	wodak complexes
YEL020W-A	TIM9	mitochondrial intermembrane space protein transporter complex	wodak complexes
YOR026W	BUB3	mitotic checkpoint complex	wodak complexes
YGL116W	CDC20	mitotic checkpoint complex	wodak complexes
YJL030W	MAD2	mitotic checkpoint complex	wodak complexes
YJL013C	MAD3	mitotic checkpoint complex	wodak complexes
YPL147W	PXA1	Pxa1p/Pxa2p complex	wodak complexes
YKL188C	PXA2	Pxa1p/Pxa2p complex	wodak complexes
YDR422C	SIP1	Snf1p/Snf4p/Sip1p complex	wodak complexes
YDR477W	SNF1	Snf1p/Snf4p/Sip1p complex	wodak complexes
YGL115W	SNF4	Snf1p/Snf4p/Sip1p complex	wodak complexes
YOR005C	DNL4	DNA ligase IV	wodak complexes
YGL090W	LIF1	DNA ligase IV	wodak complexes
YOR321W	PMT3	Protein O-mannosyltransferase(Pmt3p/Pmt5p)	wodak complexes
YDL093W	PMT5	Protein O-mannosyltransferase(Pmt3p/Pmt5p)	wodak complexes
YGR009C	SEC9	SNARE complex	wodak complexes
YPL232W	SSO1	SNARE complex	wodak complexes
YAL030W	SNC1	SNARE complex	wodak complexes
YBR126C	TPS1	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	wodak complexes
YDR074W	TPS2	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	wodak complexes
YMR261C	TPS3	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	wodak complexes
YML100W	TSL1	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	wodak complexes
YFL039C	ACT1	Ino80p complex	wodak complexes
YJL081C	ARP4	Ino80p complex	wodak complexes
YNL059C	ARP5	Ino80p complex	wodak complexes
YOR141C	ARP8	Ino80p complex	wodak complexes
YFL013C	IES1	Ino80p complex	wodak complexes
YLR052W	IES3	Ino80p complex	wodak complexes
YOR189W	IES4	Ino80p complex	wodak complexes
YGL150C	INO80	Ino80p complex	wodak complexes
YDL002C	NHP10	Ino80p complex	wodak complexes
YDR190C	RVB1	Ino80p complex	wodak complexes
YPL235W	RVB2	Ino80p complex	wodak complexes
YPL129W	TAF14	Ino80p complex	wodak complexes
YLL010C	PSR1	Psr1p/Whi2p complex	wodak complexes
YOR043W	WHI2	Psr1p/Whi2p complex	wodak complexes
YPL042C	SSN3	Kornberg's mediator (SRB) complex	wodak complexes
YNL025C	SSN8	Kornberg's mediator (SRB) complex	wodak complexes
YCR081W	SRB8	Kornberg's mediator (SRB) complex	wodak complexes
YDR443C	SSN2	Kornberg's mediator (SRB) complex	wodak complexes
YNR010W	CSE2	Kornberg's mediator (SRB) complex	wodak complexes
YOL051W	GAL11	Kornberg's mediator (SRB) complex	wodak complexes
YPR070W	MED1	Kornberg's mediator (SRB) complex	wodak complexes
YMR112C	MED11	Kornberg's mediator (SRB) complex	wodak complexes
YDL005C	MED2	Kornberg's mediator (SRB) complex	wodak complexes
YOR174W	MED4	Kornberg's mediator (SRB) complex	wodak complexes
YHR058C	MED6	Kornberg's mediator (SRB) complex	wodak complexes
YOL135C	MED7	Kornberg's mediator (SRB) complex	wodak complexes
YBR193C	MED8	Kornberg's mediator (SRB) complex	wodak complexes
YGL151W	NUT1	Kornberg's mediator (SRB) complex	wodak complexes
YPR168W	NUT2	Kornberg's mediator (SRB) complex	wodak complexes
YGL025C	PGD1	Kornberg's mediator (SRB) complex	wodak complexes
YLR071C	RGR1	Kornberg's mediator (SRB) complex	wodak complexes
YBL093C	ROX3	Kornberg's mediator (SRB) complex	wodak complexes
YNL236W	SIN4	Kornberg's mediator (SRB) complex	wodak complexes
YHR041C	SRB2	Kornberg's mediator (SRB) complex	wodak complexes
YER022W	SRB4	Kornberg's mediator (SRB) complex	wodak complexes
YGR104C	SRB5	Kornberg's mediator (SRB) complex	wodak complexes
YBR253W	SRB6	Kornberg's mediator (SRB) complex	wodak complexes
YDR308C	SRB7	Kornberg's mediator (SRB) complex	wodak complexes
YGL127C	SOH1	Kornberg's mediator (SRB) complex	wodak complexes
YER072W	VTC1	VTC heterotetrameric complex	wodak complexes
YFL004W	VTC2	VTC heterotetrameric complex	wodak complexes
YPL019C	VTC3	VTC heterotetrameric complex	wodak complexes
YJL012C	VTC4	VTC heterotetrameric complex	wodak complexes
YJL002C	OST1	oligosaccharyl transferase complex	wodak complexes
YOR103C	OST2	oligosaccharyl transferase complex	wodak complexes
YOR085W	OST3	oligosaccharyl transferase complex	wodak complexes
YDL232W	OST4	oligosaccharyl transferase complex	wodak complexes
YGL226C-A	OST5	oligosaccharyl transferase complex	wodak complexes
YML019W	OST6	oligosaccharyl transferase complex	wodak complexes
YGL022W	STT3	oligosaccharyl transferase complex	wodak complexes
YMR149W	SWP1	oligosaccharyl transferase complex	wodak complexes
YEL002C	WBP1	oligosaccharyl transferase complex	wodak complexes
YLR226W	BUR2	Sgv1p/Bur2p complex	wodak complexes
YPR161C	SGV1	Sgv1p/Bur2p complex	wodak complexes
YHR186C	KOG1	TORC 1 complex	wodak complexes
YNL006W	LST8	TORC 1 complex	wodak complexes
YPL180W	TCO89	TORC 1 complex	wodak complexes
YJR066W	TOR1	TORC 1 complex	wodak complexes
YPR034W	ARP7	SWI/SNF complex	wodak complexes
YMR033W	ARP9	SWI/SNF complex	wodak complexes
YGR275W	RTT102	SWI/SNF complex	wodak complexes
YDR073W	SNF11	SWI/SNF complex	wodak complexes
YNR023W	SNF12	SWI/SNF complex	wodak complexes
YOR290C	SNF2	SWI/SNF complex	wodak complexes
YBR289W	SNF5	SWI/SNF complex	wodak complexes
YHL025W	SNF6	SWI/SNF complex	wodak complexes
YPL016W	SWI1	SWI/SNF complex	wodak complexes
YJL176C	SWI3	SWI/SNF complex	wodak complexes
YPL129W	TAF14	SWI/SNF complex	wodak complexes
YFL049W	SWP82	SWI/SNF complex	wodak complexes
YDR054C	CDC34	SCF-CDC4 complex	wodak complexes
YFL009W	CDC4	SCF-CDC4 complex	wodak complexes
YDL132W	CDC53	SCF-CDC4 complex	wodak complexes
YOR057W	SGT1	SCF-CDC4 complex	wodak complexes
YDR328C	SKP1	SCF-CDC4 complex	wodak complexes
YDL088C	ASM4	karyopherin docking subcomplex of the Nuclear Pore Complex (NPC)	wodak complexes
YBL079W	NUP170	karyopherin docking subcomplex of the Nuclear Pore Complex (NPC)	wodak complexes
YMR153W	NUP53	karyopherin docking subcomplex of the Nuclear Pore Complex (NPC)	wodak complexes
YDL102W	POL3	DNA polymerase delta complex	wodak complexes
YJR006W	POL31	DNA polymerase delta complex	wodak complexes
YJR043C	POL32	DNA polymerase delta complex	wodak complexes
YOL139C	CDC33	eIF4F	wodak complexes
YKR059W	TIF1	eIF4F	wodak complexes
YGR162W	TIF4631	eIF4F	wodak complexes
YDL013W	SLX5	Slx5p/Slx8p complex	wodak complexes
YER116C	SLX8	Slx5p/Slx8p complex	wodak complexes
YPR175W	DPB2	DNA polymerase epsilon complex	wodak complexes
YBR278W	DPB3	DNA polymerase epsilon complex	wodak complexes
YDR121W	DPB4	DNA polymerase epsilon complex	wodak complexes
YNL262W	POL2	DNA polymerase epsilon complex	wodak complexes
YMR012W	CLU1	eIF3	wodak complexes
YLR192C	HCR1	eIF3	wodak complexes
YMR309C	NIP1	eIF3	wodak complexes
YOR361C	PRT1	eIF3	wodak complexes
YBR079C	RPG1	eIF3	wodak complexes
YMR146C	TIF34	eIF3	wodak complexes
YDR429C	TIF35	eIF3	wodak complexes
YDR252W	BTT1	nascent polypeptide-associated complex	wodak complexes
YPL037C	EGD1	nascent polypeptide-associated complex	wodak complexes
YHR193C	EGD2	nascent polypeptide-associated complex	wodak complexes
YGL094C	PAN2	PAN complex	wodak complexes
YKL025C	PAN3	PAN complex	wodak complexes
YKL135C	APL2	AP-1 adaptor complex	wodak complexes
YPR029C	APL4	AP-1 adaptor complex	wodak complexes
YPL259C	APM1	AP-1 adaptor complex	wodak complexes
YHL019C	APM2	AP-1 adaptor complex	wodak complexes
YLR170C	APS1	AP-1 adaptor complex	wodak complexes
YMR284W	YKU70	Ku complex	wodak complexes
YMR106C	YKU80	Ku complex	wodak complexes
YDR159W	SAC3	Sac3p/Thp1p complex	wodak complexes
YOL072W	THP1	Sac3p/Thp1p complex	wodak complexes
YPL248C	GAL4	GAL4p/GAL80p complex	wodak complexes
YML051W	GAL80	GAL4p/GAL80p complex	wodak complexes
YIL072W	HOP1	Synaptonemal complex (SC)	wodak complexes
YLR263W	RED1	Synaptonemal complex (SC)	wodak complexes
YDR285W	ZIP1	Synaptonemal complex (SC)	wodak complexes
YGL249W	ZIP2	Synaptonemal complex (SC)	wodak complexes
YEL053C	MAK10	NatC complex	wodak complexes
YPR051W	MAK3	NatC complex	wodak complexes
YCR020C-A	MAK31	NatC complex	wodak complexes
YMR275C	BUL1	Rsp5p/Bul1 ubiquitin ligase complex	wodak complexes
YER125W	RSP5	Rsp5p/Bul1 ubiquitin ligase complex	wodak complexes
YOL149W	DCP1	Decapping Enzyme Complex	wodak complexes
YNL118C	DCP2	Decapping Enzyme Complex	wodak complexes
YHR013C	ARD1	NatA complex	wodak complexes
YDL040C	NAT1	NatA complex	wodak complexes
YOR253W	NAT5	NatA complex	wodak complexes
YOR144C	ELG1	DNA replication factor C complex (Elg1p)	wodak complexes
YJR068W	RFC2	DNA replication factor C complex (Elg1p)	wodak complexes
YNL290W	RFC3	DNA replication factor C complex (Elg1p)	wodak complexes
YOL094C	RFC4	DNA replication factor C complex (Elg1p)	wodak complexes
YBR087W	RFC5	DNA replication factor C complex (Elg1p)	wodak complexes
YML102W	CAC2	chromatin assembly complex	wodak complexes
YBR195C	MSI1	chromatin assembly complex	wodak complexes
YPR018W	RLF2	chromatin assembly complex	wodak complexes
YGL200C	EMP24	COPII	wodak complexes
YAR002C-A	ERP1	COPII	wodak complexes
YAL007C	ERP2	COPII	wodak complexes
YML012W	ERV25	COPII	wodak complexes
YAL042W	ERV46	COPII	wodak complexes
YPL218W	SAR1	COPII	wodak complexes
YLR208W	SEC13	COPII	wodak complexes
YPL085W	SEC16	COPII	wodak complexes
YPR181C	SEC23	COPII	wodak complexes
YIL109C	SEC24	COPII	wodak complexes
YDL195W	SEC31	COPII	wodak complexes
YFL005W	SEC4	Sro1p/Sec4p/Sec9p complex	wodak complexes
YGR009C	SEC9	Sro1p/Sec4p/Sec9p complex	wodak complexes
YPR032W	SRO7	Sro1p/Sec4p/Sec9p complex	wodak complexes
YDL056W	MBP1	MBF complex	wodak complexes
YLR182W	SWI6	MBF complex	wodak complexes
YDL132W	CDC53	nuclear ubiquitin ligase complex	wodak complexes
YJR090C	GRR1	nuclear ubiquitin ligase complex	wodak complexes
YOL133W	HRT1	nuclear ubiquitin ligase complex	wodak complexes
YDR328C	SKP1	nuclear ubiquitin ligase complex	wodak complexes
YBR091C	MRS5	mitochondrial inner membrane protein insertion complex	wodak complexes
YOR297C	TIM18	mitochondrial inner membrane protein insertion complex	wodak complexes
YDL217C	TIM22	mitochondrial inner membrane protein insertion complex	wodak complexes
YJL054W	TIM54	mitochondrial inner membrane protein insertion complex	wodak complexes
YGL195W	GCN1	Gcn1p/Gcn20p complex	wodak complexes
YFR009W	GCN20	Gcn1p/Gcn20p complex	wodak complexes
YJL053W	PEP8	retromer complex	wodak complexes
YOR132W	VPS17	retromer complex	wodak complexes
YHR012W	VPS29	retromer complex	wodak complexes
YJL154C	VPS35	retromer complex	wodak complexes
YOR069W	VPS5	retromer complex	wodak complexes
YGL223C	COG1	Golgi transport complex	wodak complexes
YGR120C	COG2	Golgi transport complex	wodak complexes
YER157W	COG3	Golgi transport complex	wodak complexes
YPR105C	COG4	Golgi transport complex	wodak complexes
YNL051W	COG5	Golgi transport complex	wodak complexes
YNL041C	COG6	Golgi transport complex	wodak complexes
YGL005C	COG7	Golgi transport complex	wodak complexes
YML071C	COG8	Golgi transport complex	wodak complexes
YGR098C	ESP1	Esp1p/Pds1p complex	wodak complexes
YDR113C	PDS1	Esp1p/Pds1p complex	wodak complexes
YGR238C	KEL2	Kel1p/Kel2p/Lte1p complex	wodak complexes
YHR158C	KEL1	Kel1p/Kel2p/Lte1p complex	wodak complexes
YAL024C	LTE1	Kel1p/Kel2p/Lte1p complex	wodak complexes
YBR009C	HHF1	Nucleosomal protein complex	wodak complexes
YNL030W	HHF2	Nucleosomal protein complex	wodak complexes
YBR010W	HHT1	Nucleosomal protein complex	wodak complexes
YNL031C	HHT2	Nucleosomal protein complex	wodak complexes
YDR225W	HTA1	Nucleosomal protein complex	wodak complexes
YBL003C	HTA2	Nucleosomal protein complex	wodak complexes
YDR224C	HTB1	Nucleosomal protein complex	wodak complexes
YBL002W	HTB2	Nucleosomal protein complex	wodak complexes
YGL020C	GET1	GET complex	wodak complexes
YER083C	GET2	GET complex	wodak complexes
YDL100C	GET3	GET complex	wodak complexes
YBR160W	CDC28	Cdc28p/Cln2p complex	wodak complexes
YPL256C	CLN2	Cdc28p/Cln2p complex	wodak complexes
YJR063W	RPA12	DNA-directed RNA polymerase I complex	wodak complexes
YPR010C	RPA135	DNA-directed RNA polymerase I complex	wodak complexes
YDR156W	RPA14	DNA-directed RNA polymerase I complex	wodak complexes
YOR341W	RPA190	DNA-directed RNA polymerase I complex	wodak complexes
YJL148W	RPA34	DNA-directed RNA polymerase I complex	wodak complexes
YOR340C	RPA43	DNA-directed RNA polymerase I complex	wodak complexes
YNL248C	RPA49	DNA-directed RNA polymerase I complex	wodak complexes
YOR210W	RPB10	DNA-directed RNA polymerase I complex	wodak complexes
YBR154C	RPB5	DNA-directed RNA polymerase I complex	wodak complexes
YOR224C	RPB8	DNA-directed RNA polymerase I complex	wodak complexes
YHR143W-A	RPC10	DNA-directed RNA polymerase I complex	wodak complexes
YNL113W	RPC19	DNA-directed RNA polymerase I complex	wodak complexes
YPR110C	RPC40	DNA-directed RNA polymerase I complex	wodak complexes
YPR187W	RPO26	DNA-directed RNA polymerase I complex	wodak complexes
YAL051W	OAF1	OAF complex	wodak complexes
YOR363C	PIP2	OAF complex	wodak complexes
YBL099W	ATP1	F0/F1 ATP synthase (complex V)	wodak complexes
YLR295C	ATP14	F0/F1 ATP synthase (complex V)	wodak complexes
YPL271W	ATP15	F0/F1 ATP synthase (complex V)	wodak complexes
YDL004W	ATP16	F0/F1 ATP synthase (complex V)	wodak complexes
YDR377W	ATP17	F0/F1 ATP synthase (complex V)	wodak complexes
YML081C-A	ATP18	F0/F1 ATP synthase (complex V)	wodak complexes
YOL077W-A	ATP19	F0/F1 ATP synthase (complex V)	wodak complexes
YJR121W	ATP2	F0/F1 ATP synthase (complex V)	wodak complexes
YPR020W	ATP20	F0/F1 ATP synthase (complex V)	wodak complexes
YBR039W	ATP3	F0/F1 ATP synthase (complex V)	wodak complexes
YPL078C	ATP4	F0/F1 ATP synthase (complex V)	wodak complexes
YDR298C	ATP5	F0/F1 ATP synthase (complex V)	wodak complexes
Q0085	ATP6	F0/F1 ATP synthase (complex V)	wodak complexes
YKL016C	ATP7	F0/F1 ATP synthase (complex V)	wodak complexes
Q0080	ATP8	F0/F1 ATP synthase (complex V)	wodak complexes
YDL181W	INH1	F0/F1 ATP synthase (complex V)	wodak complexes
Q0130	OLI1	F0/F1 ATP synthase (complex V)	wodak complexes
YDR322C-A	TIM11	F0/F1 ATP synthase (complex V)	wodak complexes
YCR046C	IMG1	mitochondrial ribosomal large subunit	wodak complexes
YCR071C	IMG2	mitochondrial ribosomal large subunit	wodak complexes
YGL068W	MNP1	mitochondrial ribosomal large subunit	wodak complexes
YDR405W	MRP20	mitochondrial ribosomal large subunit	wodak complexes
YKL167C	MRP49	mitochondrial ribosomal large subunit	wodak complexes
YNL005C	MRP7	mitochondrial ribosomal large subunit	wodak complexes
YDR116C	MRPL1	mitochondrial ribosomal large subunit	wodak complexes
YNL284C	MRPL10	mitochondrial ribosomal large subunit	wodak complexes
YDL202W	MRPL11	mitochondrial ribosomal large subunit	wodak complexes
YKR006C	MRPL13	mitochondrial ribosomal large subunit	wodak complexes
YLR312W-A	MRPL15	mitochondrial ribosomal large subunit	wodak complexes
YBL038W	MRPL16	mitochondrial ribosomal large subunit	wodak complexes
YNL252C	MRPL17	mitochondrial ribosomal large subunit	wodak complexes
YNL185C	MRPL19	mitochondrial ribosomal large subunit	wodak complexes
YKR085C	MRPL20	mitochondrial ribosomal large subunit	wodak complexes
YNL177C	MRPL22	mitochondrial ribosomal large subunit	wodak complexes
YOR150W	MRPL23	mitochondrial ribosomal large subunit	wodak complexes
YMR193W	MRPL24	mitochondrial ribosomal large subunit	wodak complexes
YGR076C	MRPL25	mitochondrial ribosomal large subunit	wodak complexes
YBR282W	MRPL27	mitochondrial ribosomal large subunit	wodak complexes
YDR462W	MRPL28	mitochondrial ribosomal large subunit	wodak complexes
YMR024W	MRPL3	mitochondrial ribosomal large subunit	wodak complexes
YKL138C	MRPL31	mitochondrial ribosomal large subunit	wodak complexes
YCR003W	MRPL32	mitochondrial ribosomal large subunit	wodak complexes
YMR286W	MRPL33	mitochondrial ribosomal large subunit	wodak complexes
YDR322W	MRPL35	mitochondrial ribosomal large subunit	wodak complexes
YBR122C	MRPL36	mitochondrial ribosomal large subunit	wodak complexes
YBR268W	MRPL37	mitochondrial ribosomal large subunit	wodak complexes
YKL170W	MRPL38	mitochondrial ribosomal large subunit	wodak complexes
YML009C	MRPL39	mitochondrial ribosomal large subunit	wodak complexes
YLR439W	MRPL4	mitochondrial ribosomal large subunit	wodak complexes
YPL173W	MRPL40	mitochondrial ribosomal large subunit	wodak complexes
YMR225C	MRPL44	mitochondrial ribosomal large subunit	wodak complexes
YJL096W	MRPL49	mitochondrial ribosomal large subunit	wodak complexes
YNR022C	MRPL50	mitochondrial ribosomal large subunit	wodak complexes
YPR100W	MRPL51	mitochondrial ribosomal large subunit	wodak complexes
YHR147C	MRPL6	mitochondrial ribosomal large subunit	wodak complexes
YDR237W	MRPL7	mitochondrial ribosomal large subunit	wodak complexes
YJL063C	MRPL8	mitochondrial ribosomal large subunit	wodak complexes
YGR220C	MRPL9	mitochondrial ribosomal large subunit	wodak complexes
YEL050C	RML2	mitochondrial ribosomal large subunit	wodak complexes
YDR115W	YDR115W	mitochondrial ribosomal large subunit	wodak complexes
YML025C	YML6	mitochondrial ribosomal large subunit	wodak complexes
YPL183W-A	YPL183W-A	mitochondrial ribosomal large subunit	wodak complexes
YHR060W	VMA22	ER V-ATPase assembly complex	wodak complexes
YKL119C	VPH2	ER V-ATPase assembly complex	wodak complexes
YBR050C	REG2	Reg2p/Glc7p complex	wodak complexes
YER133W	GLC7	Reg2p/Glc7p complex	wodak complexes
YER029C	SMB1	U5 snRNP complex	wodak complexes
YGR074W	SMD1	U5 snRNP complex	wodak complexes
YLR275W	SMD2	U5 snRNP complex	wodak complexes
YLR147C	SMD3	U5 snRNP complex	wodak complexes
YOR159C	SME1	U5 snRNP complex	wodak complexes
YFL017W-A	SMX2	U5 snRNP complex	wodak complexes
YPR182W	SMX3	U5 snRNP complex	wodak complexes
YKL173W	SNU114	U5 snRNP complex	wodak complexes
YBL074C	AAR2	U5 snRNP complex	wodak complexes
YER172C	BRR2	U5 snRNP complex	wodak complexes
YHR165C	PRP8	U5 snRNP complex	wodak complexes
YDR243C	PRP28	U5 snRNP complex	wodak complexes
YHR156C	LIN1	U5 snRNP complex	wodak complexes
YPR082C	DIB1	U5 snRNP complex	wodak complexes
YCR066W	RAD18	Rad6p/Rad18p complex	wodak complexes
YGL058W	RAD6	Rad6p/Rad18p complex	wodak complexes
YGL087C	MMS2	ubiquitin conjugating enzyme complex	wodak complexes
YDR092W	UBC13	ubiquitin conjugating enzyme complex	wodak complexes
YCR009C	RVS161	Rvs161p/Rvs167p complex	wodak complexes
YDR388W	RVS167	Rvs161p/Rvs167p complex	wodak complexes
YML105C	SEC65	Signal recognition particle (SRP)	wodak complexes
YDL092W	SRP14	Signal recognition particle (SRP)	wodak complexes
YKL122C	SRP21	Signal recognition particle (SRP)	wodak complexes
YPR088C	SRP54	Signal recognition particle (SRP)	wodak complexes
YPL243W	SRP68	Signal recognition particle (SRP)	wodak complexes
YPL210C	SRP72	Signal recognition particle (SRP)	wodak complexes
YMR042W	ARG80	ARGR complex	wodak complexes
YML099C	ARG81	ARGR complex	wodak complexes
YDR173C	ARG82	ARGR complex	wodak complexes
YMR043W	MCM1	ARGR complex	wodak complexes
YGL033W	HOP2	Hop2p/Mnd1p complex	wodak complexes
YGL183C	MND1	Hop2p/Mnd1p complex	wodak complexes
YPL004C	LSP1	Eisosome	wodak complexes
YGR086C	PIL1	Eisosome	wodak complexes
YIL142W	CCT2	chaperonin-containing T-complex	wodak complexes
YJL014W	CCT3	chaperonin-containing T-complex	wodak complexes
YDL143W	CCT4	chaperonin-containing T-complex	wodak complexes
YJR064W	CCT5	chaperonin-containing T-complex	wodak complexes
YDR188W	CCT6	chaperonin-containing T-complex	wodak complexes
YJL111W	CCT7	chaperonin-containing T-complex	wodak complexes
YJL008C	CCT8	chaperonin-containing T-complex	wodak complexes
YDR212W	TCP1	chaperonin-containing T-complex	wodak complexes
YDR138W	HPR1	THO complex	wodak complexes
YML062C	MFT1	THO complex	wodak complexes
YNL139C	RLR1	THO complex	wodak complexes
YHR167W	THP2	THO complex	wodak complexes
YDR180W	SCC2	cohesin loading factor complex	wodak complexes
YER147C	SCC4	cohesin loading factor complex	wodak complexes
YPL219W	PCL8	Pho85p/Pcl8p complex	wodak complexes
YPL031C	PHO85	Pho85p/Pcl8p complex	wodak complexes
YKR054C	DYN1	cytoplasmic dynein complex	wodak complexes
YDR424C	DYN2	cytoplasmic dynein complex	wodak complexes
YMR299C	DYN3	cytoplasmic dynein complex	wodak complexes
YDR488C	PAC11	cytoplasmic dynein complex	wodak complexes
YGL047W	ALG13	UDP-N-acetylglucosamine transferase complex	wodak complexes
YBR070C	ALG14	UDP-N-acetylglucosamine transferase complex	wodak complexes
YLR398C	SKI2	Ski Complex	wodak complexes
YPR189W	SKI3	Ski Complex	wodak complexes
YGL213C	SKI8	Ski Complex	wodak complexes
YPL129W	TAF14	transcription factor TFIIF complex	wodak complexes
YGR186W	TFG1	transcription factor TFIIF complex	wodak complexes
YGR005C	TFG2	transcription factor TFIIF complex	wodak complexes
YJR033C	RAV1	RAVE complex	wodak complexes
YDR202C	RAV2	RAVE complex	wodak complexes
YDR328C	SKP1	RAVE complex	wodak complexes
YPL094C	SEC62	Sec62p/Sec63p complex	wodak complexes
YOR254C	SEC63	Sec62p/Sec63p complex	wodak complexes
YBR171W	SEC66	Sec62p/Sec63p complex	wodak complexes
YLR292C	SEC72	Sec62p/Sec63p complex	wodak complexes
YGR200C	ELP2	Elongator complex	wodak complexes
YPL086C	ELP3	Elongator complex	wodak complexes
YPL101W	ELP4	Elongator complex	wodak complexes
YMR312W	ELP6	Elongator complex	wodak complexes
YHR187W	IKI1	Elongator complex	wodak complexes
YLR384C	IKI3	Elongator complex	wodak complexes
YJR082C	EAF6	NuA3 histone acetyltransferase complex	wodak complexes
YBL052C	SAS3	NuA3 histone acetyltransferase complex	wodak complexes
YPL129W	TAF14	NuA3 histone acetyltransferase complex	wodak complexes
YOR064C	YNG1	NuA3 histone acetyltransferase complex	wodak complexes
YPR031W	NTO1	NuA3 histone acetyltransferase complex	wodak complexes
YBR128C	ATG14	phosphatidylinositol (PtdIns) 3-kinase complex (functions in autophagy)	wodak complexes
YBR097W	VPS15	phosphatidylinositol (PtdIns) 3-kinase complex (functions in autophagy)	wodak complexes
YPL120W	VPS30	phosphatidylinositol (PtdIns) 3-kinase complex (functions in autophagy)	wodak complexes
YLR240W	VPS34	phosphatidylinositol (PtdIns) 3-kinase complex (functions in autophagy)	wodak complexes
YER025W	GCD11	eIF2	wodak complexes
YJR007W	SUI2	eIF2	wodak complexes
YPL237W	SUI3	eIF2	wodak complexes
YGR181W	TIM13	Tim8p/Tim13p complex	wodak complexes
YJR135W-A	TIM8	Tim8p/Tim13p complex	wodak complexes
YOR217W	RFC1	DNA replication factor C complex (Rcf1p)	wodak complexes
YJR068W	RFC2	DNA replication factor C complex (Rcf1p)	wodak complexes
